ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
214300_s_at	2.49e-01	1.91e-01	-1.481627	-6.96528	-0.39831944	TOP3A	topoisomerase (DNA) III alpha
208457_at	2.49e-01	1.91e-01	-1.481615	-6.96529	-0.01637235	GABRD	gamma-aminobutyric acid (GABA) A receptor, delta
214089_at	2.49e-01	1.91e-01	-1.481264	-6.96573	-0.01657748	RPS8P8///RPS8	ribosomal protein S8 pseudogene 8///ribosomal protein S8
219666_at	2.49e-01	1.91e-01	-1.481125	-6.96591	-0.01639206	MS4A6A	membrane-spanning 4-domains, subfamily A, member 6A
213602_s_at	2.49e-01	1.91e-01	-1.481067	-6.96598	-0.01728309	MMP11	matrix metallopeptidase 11 (stromelysin 3)
211821_x_at	2.49e-01	1.91e-01	-1.481058	-6.96599	-0.01710484	GYPA	glycophorin A (MNS blood group)
220128_s_at	2.49e-01	1.91e-01	-1.480855	-6.96625	-0.01638273	NIPAL2	NIPA-like domain containing 2
221242_at	2.49e-01	1.91e-01	-1.480738	-6.9664	-0.06418841		
203201_at	2.49e-01	1.91e-01	-1.480665	-6.96649	-0.41861521	PMM2	phosphomannomutase 2
213669_at	2.49e-01	1.91e-01	-1.480654	-6.9665	-0.01677913	FCHO1	FCH domain only 1
207893_at	2.49e-01	1.91e-01	-1.480487	-6.96671	-0.01706104	SRY	sex determining region Y
214481_at	2.49e-01	1.91e-01	1.480124	-6.96717	0.71510942	HIST1H2AM	histone cluster 1, H2am
206210_s_at	2.49e-01	1.91e-01	-1.479977	-6.96735	-0.01638887	CETP	cholesteryl ester transfer protein, plasma
209187_at	2.49e-01	1.91e-01	-1.479889	-6.96746	-0.07006034	DR1	down-regulator of transcription 1, TBP-binding (negative cofactor 2)
220678_at	2.49e-01	1.91e-01	-1.479872	-6.96748	-0.01668243	FLJ20712	uncharacterized FLJ20712
216597_at	2.49e-01	1.91e-01	-1.47958	-6.96785	-0.01645879		
216825_s_at	2.49e-01	1.91e-01	-1.479567	-6.96787	-0.01660826	MPL	MPL proto-oncogene, thrombopoietin receptor
208000_at	2.49e-01	1.91e-01	-1.479495	-6.96796	-0.01625912	GML	glycosylphosphatidylinositol anchored molecule like
214142_at	2.49e-01	1.91e-01	-1.479482	-6.96798	-0.01702569	ZG16	zymogen granule protein 16
212079_s_at	2.49e-01	1.91e-01	-1.479386	-6.9681	-0.28384625	KMT2A	lysine (K)-specific methyltransferase 2A
200841_s_at	2.49e-01	1.91e-01	1.479347	-6.96815	0.423031	EPRS	glutamyl-prolyl-tRNA synthetase
206813_at	2.49e-01	1.91e-01	1.479305	-6.9682	0.0307694	CTF1	cardiotrophin 1
210342_s_at	2.49e-01	1.91e-01	-1.479193	-6.96834	-0.01690751	TPO	thyroid peroxidase
203036_s_at	2.50e-01	1.91e-01	-1.47906	-6.96851	-0.02762038	MTSS1	metastasis suppressor 1
204532_x_at	2.50e-01	1.91e-01	-1.478911	-6.96869	-0.01652981	UGT1A1///UGT1A4///UGT1A9///UGT1A6///UGT1A8///UGT1A10	UDP glucuronosyltransferase 1 family, polypeptide A1///UDP glucuronosyltransferase 1 family, polypeptide A4///UDP glucuronosyltransferase 1 family, polypeptide A9///UDP glucuronosyltransferase 1 family, polypeptide A6///UDP glucuronosyltransferase 1 family, polypeptide A8///UDP glucuronosyltransferase 1 family, polypeptide A10
207589_at	2.50e-01	1.91e-01	-1.478886	-6.96873	-0.01636388	ADRA1B	adrenoceptor alpha 1B
212313_at	2.50e-01	1.91e-01	-1.478854	-6.96877	-0.21845629	CHMP7	charged multivesicular body protein 7
220114_s_at	2.50e-01	1.91e-01	-1.478511	-6.9692	-0.01602803	STAB2	stabilin 2
217787_s_at	2.50e-01	1.91e-01	1.478436	-6.96929	0.16092509	GALNT2	polypeptide N-acetylgalactosaminyltransferase 2
211197_s_at	2.50e-01	1.91e-01	-1.478432	-6.9693	-0.01634503	ICOSLG	inducible T-cell co-stimulator ligand
207016_s_at	2.50e-01	1.91e-01	-1.478277	-6.96949	-0.01624397	ALDH1A2	aldehyde dehydrogenase 1 family, member A2
208486_at	2.50e-01	1.91e-01	-1.477993	-6.96985	-0.01644669	DRD5	dopamine receptor D5
215745_at	2.50e-01	1.92e-01	-1.477868	-6.97001	-0.01844483		
216018_at	2.50e-01	1.92e-01	-1.477586	-6.97036	-0.01643739	RNF5	ring finger protein 5, E3 ubiquitin protein ligase
211473_s_at	2.50e-01	1.92e-01	-1.477377	-6.97062	-0.01762908	COL4A6	collagen, type IV, alpha 6
203003_at	2.50e-01	1.92e-01	1.477104	-6.97097	0.11769232	MEF2D	myocyte enhancer factor 2D
220519_s_at	2.50e-01	1.92e-01	-1.477059	-6.97102	-0.01803348	LIM2	lens intrinsic membrane protein 2, 19kDa
209005_at	2.50e-01	1.92e-01	1.476868	-6.97126	0.20920439	FBXL5	F-box and leucine-rich repeat protein 5
216922_x_at	2.50e-01	1.92e-01	-1.476855	-6.97128	-0.01625268	DAZ4///DAZ2///DAZ3///DAZ1	deleted in azoospermia 4///deleted in azoospermia 2///deleted in azoospermia 3///deleted in azoospermia 1
1494_f_at	2.50e-01	1.92e-01	-1.476841	-6.9713	-0.01702292	CYP2A6	cytochrome P450, family 2, subfamily A, polypeptide 6
200803_s_at	2.50e-01	1.92e-01	1.476812	-6.97133	0.22054878	TMBIM6	transmembrane BAX inhibitor motif containing 6
216245_at	2.50e-01	1.92e-01	-1.476795	-6.97135	-0.01646617	IL1RN	interleukin 1 receptor antagonist
207026_s_at	2.50e-01	1.92e-01	-1.476763	-6.97139	-0.01662292	ATP2B3	ATPase, Ca++ transporting, plasma membrane 3
218534_s_at	2.50e-01	1.92e-01	1.476743	-6.97142	0.12114483	AGGF1	angiogenic factor with G patch and FHA domains 1
53076_at	2.50e-01	1.92e-01	1.476696	-6.97148	0.28249648	B4GALT7	xylosylprotein beta 1,4-galactosyltransferase, polypeptide 7
207111_at	2.50e-01	1.92e-01	-1.476647	-6.97154	-0.0163812	EMR1	egf-like module containing, mucin-like, hormone receptor-like 1
220975_s_at	2.50e-01	1.92e-01	-1.476614	-6.97158	-0.06881096	C1QTNF1	C1q and tumor necrosis factor related protein 1
216938_x_at	2.50e-01	1.92e-01	-1.476572	-6.97163	-0.01602491	DRD2	dopamine receptor D2
206232_s_at	2.50e-01	1.92e-01	-1.476398	-6.97185	-0.01744144	B4GALT6	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 6
214905_at	2.50e-01	1.92e-01	-1.476382	-6.97187	-0.0157431	RASGRF1	Ras protein-specific guanine nucleotide-releasing factor 1
213624_at	2.50e-01	1.92e-01	1.476369	-6.97189	0.26232705	SMPDL3A	sphingomyelin phosphodiesterase, acid-like 3A
215789_s_at	2.50e-01	1.92e-01	-1.476368	-6.97189	-0.01627192	AJAP1	adherens junctions associated protein 1
207923_x_at	2.50e-01	1.92e-01	-1.47636	-6.9719	-0.01635634	PAX8	paired box 8
209772_s_at	2.50e-01	1.92e-01	-1.476345	-6.97192	-0.35443208	CD24	CD24 molecule
217311_at	2.50e-01	1.92e-01	-1.476153	-6.97216	-0.01625251		
214339_s_at	2.50e-01	1.92e-01	-1.476145	-6.97217	-0.01664803	MAP4K1	mitogen-activated protein kinase kinase kinase kinase 1
207151_at	2.50e-01	1.92e-01	-1.47606	-6.97228	-0.01685139	ADCYAP1R1	adenylate cyclase activating polypeptide 1 (pituitary) receptor type I
214624_at	2.50e-01	1.92e-01	-1.476044	-6.9723	-0.01623253	UPK1A	uroplakin 1A
205159_at	2.50e-01	1.92e-01	-1.475912	-6.97246	-0.01729262	CSF2RB	colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage)
220908_at	2.50e-01	1.92e-01	-1.475832	-6.97256	-0.0164796	CCDC33	coiled-coil domain containing 33
201718_s_at	2.50e-01	1.92e-01	1.475639	-6.97281	0.1432134	EPB41L2	erythrocyte membrane protein band 4.1-like 2
205815_at	2.50e-01	1.92e-01	-1.475624	-6.97283	-0.01623524	REG3A	regenerating islet-derived 3 alpha
219153_s_at	2.50e-01	1.92e-01	-1.475623	-6.97283	-0.01684754	THSD4	thrombospondin, type I, domain containing 4
209722_s_at	2.50e-01	1.92e-01	-1.475427	-6.97307	-0.0166673	SERPINB9	serpin peptidase inhibitor, clade B (ovalbumin), member 9
211397_x_at	2.50e-01	1.92e-01	-1.474962	-6.97366	-0.01669235	KIR2DL2	killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 2
212978_at	2.50e-01	1.92e-01	-1.474714	-6.97397	-0.59696255	LRRC8B	leucine rich repeat containing 8 family, member B
213697_at	2.50e-01	1.92e-01	-1.47455	-6.97417	-0.01646349	HIPK3	homeodomain interacting protein kinase 3
215095_at	2.50e-01	1.92e-01	-1.474497	-6.97424	-0.04057932	ESD	esterase D
214357_at	2.50e-01	1.92e-01	-1.47449	-6.97425	-0.01738871	C1orf105	chromosome 1 open reading frame 105
208172_s_at	2.50e-01	1.92e-01	-1.474376	-6.97439	-0.01640365	KCNB2	potassium voltage-gated channel, Shab-related subfamily, member 2
206512_at	2.50e-01	1.92e-01	-1.474343	-6.97443	-0.24231599	ZRSR1///SRP19	zinc finger (CCCH type), RNA-binding motif and serine/arginine rich 1///signal recognition particle 19kDa
206496_at	2.50e-01	1.92e-01	-1.474225	-6.97458	-0.01668135	FMO3	flavin containing monooxygenase 3
215906_at	2.51e-01	1.93e-01	-1.473848	-6.97506	-0.01558614		
207440_at	2.51e-01	1.93e-01	1.473768	-6.97516	0.11620898	SLC35A2	solute carrier family 35 (UDP-galactose transporter), member A2
211279_at	2.51e-01	1.93e-01	-1.473768	-6.97516	-0.27580382	NRF1	nuclear respiratory factor 1
221161_at	2.51e-01	1.93e-01	-1.4737	-6.97524	-0.01683356	ASCL3	achaete-scute family bHLH transcription factor 3
210610_at	2.51e-01	1.93e-01	-1.473699	-6.97524	-0.01685605	CEACAM1	carcinoembryonic antigen-related cell adhesion molecule 1 (biliary glycoprotein)
214520_at	2.51e-01	1.93e-01	-1.473405	-6.97561	-0.01660254	FOXC2	forkhead box C2 (MFH-1, mesenchyme forkhead 1)
213818_x_at	2.51e-01	1.93e-01	-1.473093	-6.976	-0.01702547		
207937_x_at	2.51e-01	1.93e-01	1.473032	-6.97608	0.18899229	FGFR1	fibroblast growth factor receptor 1
214625_s_at	2.51e-01	1.93e-01	-1.472862	-6.97629	-0.01634197	MINK1	misshapen-like kinase 1
208518_s_at	2.51e-01	1.93e-01	-1.472806	-6.97636	-0.01571417	PER2	period circadian clock 2
213678_at	2.51e-01	1.93e-01	-1.47275	-6.97643	-0.01663725	TMEM151B	transmembrane protein 151B
206692_at	2.51e-01	1.93e-01	-1.472711	-6.97648	-0.01614409	KCNJ10	potassium inwardly-rectifying channel, subfamily J, member 10
204144_s_at	2.51e-01	1.93e-01	-1.472502	-6.97675	-0.0158604	PIGQ	phosphatidylinositol glycan anchor biosynthesis, class Q
211822_s_at	2.51e-01	1.93e-01	-1.472436	-6.97683	-0.01613503	NLRP1	NLR family, pyrin domain containing 1
220922_s_at	2.51e-01	1.93e-01	-1.472398	-6.97688	-0.01629186	SPANXA2///SPANXB1///SPANXC///SPANXA1	SPANX family, member A2///SPANX family, member B1///SPANX family, member C///sperm protein associated with the nucleus, X-linked, family member A1
216316_x_at	2.51e-01	1.93e-01	-1.472269	-6.97704	-0.01682301	GK3P///GK	glycerol kinase 3 pseudogene///glycerol kinase
207075_at	2.51e-01	1.93e-01	-1.472256	-6.97705	-0.01620088	NLRP3	NLR family, pyrin domain containing 3
213147_at	2.51e-01	1.93e-01	-1.472209	-6.97711	-0.01659249	HOXA10	homeobox A10
216492_at	2.51e-01	1.93e-01	-1.472132	-6.97721	-0.0161622	KIR3DX1	killer cell immunoglobulin-like receptor, three domains, X1
209360_s_at	2.51e-01	1.93e-01	-1.471675	-6.97778	-0.01684352	RUNX1	runt-related transcription factor 1
219461_at	2.51e-01	1.93e-01	-1.471575	-6.97791	-0.01626027	PAK6	p21 protein (Cdc42/Rac)-activated kinase 6
209496_at	2.51e-01	1.93e-01	-1.471532	-6.97796	-0.01779659	RARRES2	retinoic acid receptor responder (tazarotene induced) 2
210506_at	2.51e-01	1.93e-01	-1.471473	-6.97804	-0.01669005	FUT7	fucosyltransferase 7 (alpha (1,3) fucosyltransferase)
202732_at	2.51e-01	1.93e-01	1.471333	-6.97821	0.19954455	PKIG	protein kinase (cAMP-dependent, catalytic) inhibitor gamma
207361_at	2.51e-01	1.93e-01	1.471302	-6.97825	0.10854314	HBP1	HMG-box transcription factor 1
221421_s_at	2.51e-01	1.93e-01	-1.471254	-6.97831	-0.01649833	ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif, 12
219331_s_at	2.51e-01	1.93e-01	-1.471231	-6.97834	-0.01592586	KLHDC8A	kelch domain containing 8A
204705_x_at	2.51e-01	1.93e-01	-1.471207	-6.97837	-0.0164695	ALDOB	aldolase B, fructose-bisphosphate
216606_x_at	2.51e-01	1.93e-01	-1.471098	-6.97851	-0.11485917	LYPLA2P1	lysophospholipase II pseudogene 1
217197_x_at	2.51e-01	1.93e-01	-1.470981	-6.97866	-0.01678674	N4BP2L1	NEDD4 binding protein 2-like 1
214570_x_at	2.51e-01	1.93e-01	-1.470826	-6.97885	-0.01670573	LOC100294020///POM121L10P///POM121L4P///POM121L8P///POM121L9P///POM121L1P	uncharacterized LOC100294020///POM121 transmembrane nucleoporin-like 10, pseudogene///POM121 transmembrane nucleoporin-like 4 pseudogene///POM121 transmembrane nucleoporin-like 8 pseudogene///POM121 transmembrane nucleoporin-like 9, pseudogene///POM121 transmembrane nucleoporin-like 1, pseudogene
210451_at	2.51e-01	1.93e-01	-1.470693	-6.97902	-0.01609491	PKLR	pyruvate kinase, liver and RBC
219957_at	2.51e-01	1.93e-01	1.470649	-6.97907	0.90045846	RUFY2	RUN and FYVE domain containing 2
221948_s_at	2.51e-01	1.93e-01	-1.470475	-6.97929	-0.01694383	KLHL22	kelch-like family member 22
220090_at	2.51e-01	1.93e-01	-1.470333	-6.97947	-0.01630163	CRNN	cornulin
210545_at	2.51e-01	1.93e-01	-1.470297	-6.97951	-0.01555252	ITSN2	intersectin 2
221417_x_at	2.51e-01	1.94e-01	-1.47006	-6.97981	-0.01683111	S1PR5	sphingosine-1-phosphate receptor 5
210824_at	2.51e-01	1.94e-01	-1.470022	-6.97986	-0.01622303		
220422_at	2.51e-01	1.94e-01	-1.469911	-6.98	-0.01618533	UBQLN3	ubiquilin 3
215701_at	2.51e-01	1.94e-01	-1.469859	-6.98006	-0.01622035		
209550_at	2.51e-01	1.94e-01	-1.469792	-6.98015	-0.01692473	NDN	necdin, melanoma antigen (MAGE) family member
206242_at	2.51e-01	1.94e-01	-1.469721	-6.98024	-0.01619516	TM4SF5	transmembrane 4 L six family member 5
210426_x_at	2.51e-01	1.94e-01	1.469646	-6.98033	0.5143257	RORA	RAR-related orphan receptor A
220025_at	2.51e-01	1.94e-01	-1.46961	-6.98037	-0.0165606	TBR1	T-box, brain, 1
204952_at	2.51e-01	1.94e-01	-1.469571	-6.98042	-0.01559234	LYPD3	LY6/PLAUR domain containing 3
220591_s_at	2.51e-01	1.94e-01	-1.469502	-6.98051	-0.01662016	EFHC2	EF-hand domain (C-terminal) containing 2
206908_s_at	2.51e-01	1.94e-01	-1.469442	-6.98058	-0.01610891	CLDN11	claudin 11
213686_at	2.51e-01	1.94e-01	-1.469174	-6.98092	-0.22377312	VPS13A	vacuolar protein sorting 13 homolog A (S. cerevisiae)
211424_x_at	2.51e-01	1.94e-01	-1.469148	-6.98095	-0.09522694	METTL7A	methyltransferase like 7A
210673_x_at	2.51e-01	1.94e-01	-1.469064	-6.98106	-0.0496017	NKX2-1	NK2 homeobox 1
211706_s_at	2.51e-01	1.94e-01	-1.469055	-6.98107	-0.01684861	CDK19	cyclin-dependent kinase 19
205620_at	2.51e-01	1.94e-01	-1.46887	-6.9813	-0.01714435	F10	coagulation factor X
216543_at	2.52e-01	1.94e-01	-1.468728	-6.98148	-0.01711084	GS1-600G8.3	unknown transcript
210885_s_at	2.52e-01	1.94e-01	-1.468694	-6.98152	-0.01614529	TRIM15	tripartite motif containing 15
215700_x_at	2.52e-01	1.94e-01	-1.468693	-6.98152	-0.01846292	CPNE6	copine VI (neuronal)
214174_s_at	2.52e-01	1.94e-01	-1.468366	-6.98193	-0.03136302	PDLIM4	PDZ and LIM domain 4
205693_at	2.52e-01	1.94e-01	-1.468186	-6.98216	-0.01650253	TNNT3	troponin T type 3 (skeletal, fast)
201554_x_at	2.52e-01	1.94e-01	1.468165	-6.98219	0.45124774	GYG1	glycogenin 1
207188_at	2.52e-01	1.94e-01	-1.468133	-6.98223	-0.01607609	CDK3	cyclin-dependent kinase 3
214820_at	2.52e-01	1.94e-01	-1.467974	-6.98243	-0.24344419	BRWD1	bromodomain and WD repeat domain containing 1
217358_at	2.52e-01	1.94e-01	-1.467813	-6.98263	-0.01720397	DNAJC16	DnaJ (Hsp40) homolog, subfamily C, member 16
221132_at	2.52e-01	1.94e-01	-1.467608	-6.98288	-0.01649066	CLDN18	claudin 18
219694_at	2.52e-01	1.94e-01	-1.467372	-6.98318	-0.01625971	FAM105A	family with sequence similarity 105, member A
201973_s_at	2.52e-01	1.94e-01	-1.467256	-6.98333	-0.09426652	CCZ1B///CCZ1	CCZ1 vacuolar protein trafficking and biogenesis associated homolog B (S. cerevisiae)///CCZ1 vacuolar protein trafficking and biogenesis associated homolog (S. cerevisiae)
200639_s_at	2.52e-01	1.94e-01	-1.467224	-6.98336	-0.10982427	YWHAZ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta
208594_x_at	2.52e-01	1.94e-01	-1.466803	-6.98389	-0.01590207	LILRA6	leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 6
220390_at	2.52e-01	1.94e-01	1.466562	-6.98419	0.45826563	AGBL2	ATP/GTP binding protein-like 2
220101_x_at	2.52e-01	1.95e-01	-1.466338	-6.98447	-0.01579421	C17orf59	chromosome 17 open reading frame 59
214634_at	2.52e-01	1.95e-01	1.46623	-6.98461	0.10734922	HIST1H4I	histone cluster 1, H4i
215097_at	2.52e-01	1.95e-01	-1.46616	-6.9847	-0.0178158	CAPZB	capping protein (actin filament) muscle Z-line, beta
216848_at	2.52e-01	1.95e-01	-1.466084	-6.98479	-0.01622008		
213358_at	2.52e-01	1.95e-01	1.46599	-6.98491	0.57607775	MTCL1	microtubule crosslinking factor 1
216339_s_at	2.52e-01	1.95e-01	-1.465977	-6.98493	-0.016484	TNXB///TNXA	tenascin XB///tenascin XA (pseudogene)
204848_x_at	2.52e-01	1.95e-01	-1.4659	-6.98502	-0.0167259	HBG2///HBG1	hemoglobin, gamma G///hemoglobin, gamma A
217307_at	2.52e-01	1.95e-01	-1.465856	-6.98508	-0.01618827	ACO2	aconitase 2, mitochondrial
219058_x_at	2.52e-01	1.95e-01	-1.46585	-6.98509	-0.01618801	TINAGL1	tubulointerstitial nephritis antigen-like 1
209924_at	2.52e-01	1.95e-01	-1.465845	-6.98509	-0.01729884	CCL18	chemokine (C-C motif) ligand 18 (pulmonary and activation-regulated)
207086_x_at	2.52e-01	1.95e-01	-1.465656	-6.98533	-0.01772063	GAGE12D///GAGE8///GAGE12F///GAGE2A///GAGE12H///GAGE12E///GAGE12C///GAGE2D///GAGE12J///GAGE12G///GAGE2E///GAGE12I///GAGE7///GAGE6///GAGE5///GAGE4///GAGE2C///GAGE1	G antigen 12D///G antigen 8///G antigen 12F///G antigen 2A///G antigen 12H///G antigen 12E///G antigen 12C///G antigen 2D///G antigen 12J///G antigen 12G///G antigen 2E///G antigen 12I///G antigen 7///G antigen 6///G antigen 5///G antigen 4///G antigen 2C///G antigen 1
211890_x_at	2.52e-01	1.95e-01	-1.465656	-6.98533	-0.01681999	CAPN3	calpain 3, (p94)
204192_at	2.52e-01	1.95e-01	-1.465638	-6.98535	-0.01655886	CD37	CD37 molecule
205470_s_at	2.52e-01	1.95e-01	-1.465624	-6.98537	-0.01672067	KLK11	kallikrein-related peptidase 11
215331_at	2.52e-01	1.95e-01	-1.465567	-6.98544	-0.01638469	MYH15	myosin, heavy chain 15
209881_s_at	2.52e-01	1.95e-01	-1.465544	-6.98547	-0.01788763	SPNS1///LAT	spinster homolog 1 (Drosophila)///linker for activation of T cells
207410_s_at	2.52e-01	1.95e-01	-1.46552	-6.9855	-0.01566774	TLX2	T-cell leukemia homeobox 2
203495_at	2.52e-01	1.95e-01	1.465289	-6.98579	0.14063118	LRRC14	leucine rich repeat containing 14
207848_at	2.52e-01	1.95e-01	-1.465069	-6.98606	-0.01609157	AVP	arginine vasopressin
217092_x_at	2.52e-01	1.95e-01	1.464846	-6.98634	0.04513649	RPL7	ribosomal protein L7
212598_at	2.52e-01	1.95e-01	1.464789	-6.98642	0.31968644	WDFY3	WD repeat and FYVE domain containing 3
216003_at	2.52e-01	1.95e-01	-1.464651	-6.98659	-0.01612096	COX10	cytochrome c oxidase assembly homolog 10 (yeast)
211485_s_at	2.53e-01	1.95e-01	-1.464181	-6.98718	-0.01641832	FGF18	fibroblast growth factor 18
211614_at	2.53e-01	1.95e-01	-1.46415	-6.98721	-0.01602455	ERVH-6	endogenous retrovirus group H, member 6
220433_at	2.53e-01	1.95e-01	-1.464066	-6.98732	-0.01633263	PRRG3	proline rich Gla (G-carboxyglutamic acid) 3 (transmembrane)
213395_at	2.53e-01	1.95e-01	-1.464039	-6.98735	-0.01640705	MLC1	megalencephalic leukoencephalopathy with subcortical cysts 1
222333_at	2.53e-01	1.95e-01	-1.463895	-6.98753	-0.01597966	ALS2CL	ALS2 C-terminal like
216315_x_at	2.53e-01	1.95e-01	-1.463879	-6.98755	-0.06067306	TMEM189-UBE2V1///UBE2V1	TMEM189-UBE2V1 readthrough///ubiquitin-conjugating enzyme E2 variant 1
204466_s_at	2.53e-01	1.95e-01	1.463784	-6.98767	0.10891201	SNCA	synuclein, alpha (non A4 component of amyloid precursor)
204762_s_at	2.53e-01	1.95e-01	-1.463764	-6.9877	-0.01614249	GNAO1	guanine nucleotide binding protein (G protein), alpha activating activity polypeptide O
205127_at	2.53e-01	1.95e-01	-1.463721	-6.98775	-0.01671956	PTGS1	prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase)
220271_x_at	2.53e-01	1.95e-01	-1.463663	-6.98783	-0.01673354	EFCAB6	EF-hand calcium binding domain 6
208597_at	2.53e-01	1.95e-01	-1.463566	-6.98795	-0.01608906	ZFP91-CNTF///ZFP91///CNTF	ZFP91-CNTF readthrough (NMD candidate)///ZFP91 zinc finger protein///ciliary neurotrophic factor
221623_at	2.53e-01	1.95e-01	-1.463523	-6.988	-0.01560743	BCAN	brevican
34063_at	2.53e-01	1.95e-01	-1.463392	-6.98816	-0.01578999	RECQL5	RecQ protein-like 5
211377_x_at	2.53e-01	1.95e-01	-1.463337	-6.98823	-0.01629898	MYCN	v-myc avian myelocytomatosis viral oncogene neuroblastoma derived homolog
215019_x_at	2.53e-01	1.95e-01	-1.463334	-6.98824	-0.03751453	ZNF528	zinc finger protein 528
221414_s_at	2.53e-01	1.95e-01	-1.463242	-6.98835	-0.01709467	DEFB126	defensin, beta 126
214345_at	2.53e-01	1.95e-01	-1.462996	-6.98866	-0.01718495		
205806_at	2.53e-01	1.95e-01	-1.462917	-6.98876	-0.01968811	ROM1	retinal outer segment membrane protein 1
222340_at	2.53e-01	1.95e-01	-1.462661	-6.98908	-0.01622745		
206741_at	2.53e-01	1.95e-01	-1.46263	-6.98912	-0.01715945	SSUH2	ssu-2 homolog (C. elegans)
208487_at	2.53e-01	1.96e-01	-1.462535	-6.98924	-0.01635879	LMX1B	LIM homeobox transcription factor 1, beta
205985_x_at	2.53e-01	1.96e-01	-1.462411	-6.98939	-0.0159459	CLCNKB	chloride channel, voltage-sensitive Kb
205747_at	2.53e-01	1.96e-01	-1.462387	-6.98942	-0.01618764	CBLN1	cerebellin 1 precursor
202325_s_at	2.53e-01	1.96e-01	-1.462266	-6.98957	-0.12890817	ATP5J	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F6
211885_x_at	2.53e-01	1.96e-01	-1.462097	-6.98978	-0.01711146	FUT6	fucosyltransferase 6 (alpha (1,3) fucosyltransferase)
221265_s_at	2.53e-01	1.96e-01	1.462095	-6.98979	0.13191055	VWA9	von Willebrand factor A domain containing 9
203444_s_at	2.53e-01	1.96e-01	-1.461942	-6.98998	-0.19947031	MTA2	metastasis associated 1 family, member 2
205257_s_at	2.53e-01	1.96e-01	-1.461907	-6.99002	-0.016237	AMPH	amphiphysin
218576_s_at	2.53e-01	1.96e-01	-1.461752	-6.99022	-0.36380236	DUSP12	dual specificity phosphatase 12
213611_at	2.53e-01	1.96e-01	-1.461538	-6.99048	-0.01845503	AQP5	aquaporin 5
216014_s_at	2.53e-01	1.96e-01	-1.461533	-6.99049	-0.01820196	ZXDB///ZXDA	zinc finger, X-linked, duplicated B///zinc finger, X-linked, duplicated A
211583_x_at	2.53e-01	1.96e-01	-1.461475	-6.99056	-0.01600656	NCR3	natural cytotoxicity triggering receptor 3
216760_at	2.53e-01	1.96e-01	-1.461399	-6.99066	-0.01677567	HRASLS2	HRAS-like suppressor 2
37145_at	2.53e-01	1.96e-01	-1.461346	-6.99072	-0.01803444	GNLY	granulysin
219744_at	2.53e-01	1.96e-01	-1.461241	-6.99086	-0.01568383	FN3K	fructosamine 3 kinase
221455_s_at	2.53e-01	1.96e-01	-1.461051	-6.99109	-0.01659557	WNT3	wingless-type MMTV integration site family, member 3
209236_at	2.53e-01	1.96e-01	-1.460939	-6.99123	-0.11678123	SLC23A2	solute carrier family 23 (ascorbic acid transporter), member 2
211234_x_at	2.53e-01	1.96e-01	-1.46081	-6.99139	-0.01650245	ESR1	estrogen receptor 1
220727_at	2.53e-01	1.96e-01	-1.460736	-6.99149	-0.01698531	KCNK10	potassium channel, subfamily K, member 10
221765_at	2.53e-01	1.96e-01	-1.460482	-6.9918	-0.52263084	UGCG	UDP-glucose ceramide glucosyltransferase
219430_at	2.53e-01	1.96e-01	-1.460429	-6.99187	-0.01634271	GPR137	G protein-coupled receptor 137
219568_x_at	2.53e-01	1.96e-01	-1.460392	-6.99192	-0.01606155	SOX18	SRY (sex determining region Y)-box 18
208299_at	2.53e-01	1.96e-01	-1.460293	-6.99204	-0.01594098	CACNA1I	calcium channel, voltage-dependent, T type, alpha 1I subunit
200017_at	2.53e-01	1.96e-01	1.460016	-6.99239	0.06232905	RPS27A	ribosomal protein S27a
208500_x_at	2.53e-01	1.96e-01	-1.459877	-6.99256	-0.01622009	FOXD3	forkhead box D3
206004_at	2.53e-01	1.96e-01	-1.459832	-6.99262	-0.01703754	TGM3	transglutaminase 3
221300_at	2.53e-01	1.96e-01	-1.459829	-6.99262	-0.01590652	NPAP1	nuclear pore associated protein 1
206831_s_at	2.53e-01	1.96e-01	-1.459814	-6.99264	-0.01748542	ARSD	arylsulfatase D
210656_at	2.53e-01	1.96e-01	-1.459759	-6.99271	-0.20365531	EED	embryonic ectoderm development
211644_x_at	2.53e-01	1.96e-01	-1.459665	-6.99283	-0.01663692	IGK///IGKC	immunoglobulin kappa locus///immunoglobulin kappa constant
210328_at	2.53e-01	1.96e-01	-1.45958	-6.99293	-0.01712164	GNMT	glycine N-methyltransferase
206800_at	2.53e-01	1.96e-01	-1.459242	-6.99335	-0.0214486	MTHFR	methylenetetrahydrofolate reductase (NAD(P)H)
207312_at	2.53e-01	1.96e-01	-1.459233	-6.99337	-0.01652845	PHKG1	phosphorylase kinase, gamma 1 (muscle)
